868	1068	1180	1176	1089	419	
1130	1783	1359	1751	1103	1233	
1046	1316	1221	1211	1125	929	
1252	1599	1812	1219	1401	991	
1198	1252	1346	1568	1128	1299	
1238	1284	1255	1527	1324	472	
1287	1623	1137	1350	1263	436	
1422	1770	1716	1511	1269	1419	
1207	1495	1854	1387	1319	1317	
1228	1240	1441	1712	1490	1383	
1654	1437	1755	1252	1226	1446	
1770	1246	1762	1475	1247	1022	
