Ошибки/Успех	ВремяР с	Контроль/Облучение	День	День от Обл	День К/Об	ПоложОтв	НомерПол	Рука
0	1.83	2	21	103	21	3	7	1
0	0.33	2	21	103	21	1	7	0
0	0.47	2	21	103	21	2	7	1
0	3.40	2	21	103	21	5	7	0
0	0.53	2	21	103	21	4	7	1
0	1.17	2	21	103	21	1	8	0
0	0.50	2	21	103	21	2	8	1
0	1.57	2	21	103	21	4	8	1
0	4.43	2	21	103	21	3	8	1
0	5.60	2	21	103	21	5	8	0
0	1.37	2	21	103	21	5	9	0
0	4.73	2	21	103	21	1	9	0
0	3.27	2	21	103	21	3	9	1
0	0.90	2	21	103	21	4	9	1
0	0.43	2	21	103	21	2	9	1
0	3.90	2	21	103	21	3	10	1
0	1.20	2	21	103	21	4	10	1
0	3.43	2	21	103	21	1	10	0
0	1.77	2	21	103	21	5	10	0
0	0.37	2	21	103	21	2	10	1
0	4.13	2	22	107	22	5	1	0
0	5.77	2	22	107	22	3	1	1
0	7.80	2	22	107	22	1	1	0
0	1.67	2	22	107	22	3	1	1
0	3.23	2	22	107	22	4	1	1
0	2.47	2	22	107	22	4	2	1
0	0.80	2	22	107	22	2	2	1
0	2.77	2	22	107	22	5	2	0
0	5.17	2	22	107	22	3	2	1
0	0.47	2	22	107	22	1	2	0
0	5.67	2	22	107	22	1	3	0
0	4.40	2	22	107	22	3	3	1
0	2.00	2	22	107	22	4	3	0
0	1.97	2	22	107	22	2	3	1
0	4.00	2	22	107	22	5	3	0
0	0.57	2	22	107	22	5	4	0
0	0.53	2	22	107	22	2	4	1
0	2.90	2	22	107	22	4	4	1
0	4.77	2	22	107	22	1	4	0
0	4.63	2	22	107	22	3	4	1
0	1.87	2	22	107	22	4	5	1
0	2.20	2	22	107	22	5	5	0
0	0.47	2	22	107	22	1	5	0
0	7.27	2	22	107	22	3	5	1
0	0.50	2	22	107	22	2	5	1
0	4.07	2	22	107	22	2	6	1
0	2.93	2	22	107	22	4	6	1
0	17.93	2	22	107	22	5	6	0
0	3.90	2	22	107	22	1	6	0
0	5.07	2	22	107	22	3	6	1
1	12.67	2	22	107	22	1	7	0
0	3.23	2	22	107	22	5	7	0
0	2.00	2	22	107	22	3	7	1
0	0.67	2	22	107	22	2	7	1
0	7.07	2	22	107	22	4	7	1
0	1.43	2	22	107	22	4	8	1
0	2.57	2	22	107	22	2	8	1
0	0.43	2	22	107	22	1	8	0
0	1.43	2	22	107	22	3	8	1
0	7.27	2	22	107	22	5	8	0
0	5.27	2	22	107	22	1	9	0
0	1.77	2	22	107	22	4	9	1
0	1.80	2	22	107	22	5	9	0
0	1.67	2	22	107	22	2	9	1
0	2.87	2	22	107	22	3	9	1
0	1.43	2	22	107	22	3	10	1
0	1.00	2	22	107	22	4	10	1
0	3.80	2	22	107	22	2	10	1
0	2.83	2	22	107	22	5	10	0
0	0.40	2	22	107	22	1	10	0
0	0.77	2	22	107	22	4	11	1
0	1.20	2	23	110	23	5	1	0
0	1.00	2	23	110	23	2	1	1
0	4.77	2	23	110	23	3	1	1
0	1.90	2	23	110	23	4	1	1
0	5.90	2	23	110	23	1	1	0
1	17.20	2	23	110	23	1	2	1
0	3.37	2	23	110	23	2	2	1
0	6.00	2	23	110	23	5	2	0
0	10.97	2	23	110	23	3	2	1
0	0.73	2	23	110	23	4	2	1
0	1.60	2	23	110	23	4	3	1
0	7.27	2	23	110	23	3	3	1
0	7.27	2	23	110	23	1	3	0
0	3.13	2	23	110	23	5	3	0
0	0.63	2	23	110	23	2	3	0
0	1.93	2	23	110	23	4	4	1
0	7.43	2	23	110	23	3	4	1
0	1.83	2	23	110	23	2	4	1
0	7.50	2	23	110	23	1	4	0
0	5.23	2	23	110	23	5	4	0
0	0.83	2	23	110	23	2	5	0
1	24.27	2	23	110	23	1	5	0
0	3.47	2	23	110	23	4	5	1
0	5.00	2	23	110	23	3	5	1
0	2.60	2	23	110	23	5	5	0
0	6.17	2	23	110	23	1	6	0
0	3.30	2	23	110	23	3	6	1
0	1.30	2	23	110	23	4	6	1
0	0.43	2	23	110	23	2	6	0
0	1.07	2	23	110	23	5	6	0
0	5.67	2	23	110	23	5	7	0
0	0.53	2	23	110	23	2	7	0
0	2.70	2	23	110	23	4	7	0
0	3.87	2	23	110	23	1	7	0
0	2.87	2	23	110	23	3	7	1
0	4.37	2	23	110	23	3	8	1
0	3.87	2	23	110	23	4	8	1
0	2.07	2	23	110	23	5	8	0
0	1.23	2	23	110	23	2	8	1
0	4.40	2	23	110	23	1	8	0
0	6.27	2	23	110	23	5	9	0
0	8.03	2	23	110	23	1	9	0
0	10.07	2	23	110	23	4	9	0
1	17.80	2	23	110	23	3	9	1
0	0.50	2	23	110	23	2	9	1
0	0.40	2	23	110	23	2	10	1
0	4.70	2	23	110	23	1	10	0
0	0.63	2	23	110	23	4	10	0
0	21.30	2	23	110	23	5	10	0
0	9.83	2	23	110	23	3	10	1
0	6.90	2	24	112	24	1	1	0
0	3.47	2	24	112	24	3	1	1
0	1.90	2	24	112	24	5	1	0
0	0.63	2	24	112	24	4	1	1
0	0.70	2	24	112	24	2	1	1
0	1.27	2	24	112	24	5	2	0
0	3.30	2	24	112	24	3	2	1
0	0.43	2	24	112	24	1	2	0
0	2.73	2	24	112	24	4	2	1
0	0.63	2	24	112	24	2	2	0
0	0.73	2	24	112	24	2	3	0
0	3.43	2	24	112	24	4	3	1
0	0.70	2	24	112	24	5	3	0
0	4.20	2	24	112	24	3	3	1
0	1.37	2	24	112	24	1	3	0
0	0.43	2	24	112	24	1	4	0
0	2.23	2	24	112	24	3	4	1
0	5.13	2	24	112	24	4	4	1
0	6.87	2	24	112	24	2	4	1
0	2.03	2	24	112	24	5	4	0
0	1.53	2	24	112	24	5	5	0
0	2.03	2	24	112	24	3	5	1
0	7.90	2	24	112	24	2	5	1
0	5.37	2	24	112	24	1	5	0
0	2.13	2	24	112	24	3	5	1
0	4.87	2	24	112	24	5	6	0
0	4.17	2	24	112	24	3	6	1
0	1.17	2	24	112	24	1	6	0
0	2.93	2	24	112	24	4	6	1
0	0.80	2	24	112	24	2	6	1
0	1.57	2	24	112	24	4	7	1
0	5.70	2	24	112	24	1	7	0
0	0.60	2	24	112	24	2	7	1
0	6.00	2	24	112	24	5	7	0
0	2.83	2	24	112	24	3	7	1
0	3.60	2	24	112	24	2	8	0
0	0.83	2	24	112	24	5	8	0
0	3.63	2	24	112	24	3	8	1
0	2.87	2	24	112	24	1	8	0
0	1.47	2	24	112	24	4	8	1
0	5.07	2	24	112	24	1	9	0
0	4.40	2	24	112	24	3	9	1
0	1.43	2	24	112	24	4	9	1
0	0.73	2	24	112	24	2	9	1
0	15.80	2	24	112	24	5	9	0
0	0.37	2	24	112	24	4	10	1
0	4.27	2	24	112	24	2	10	1
0	2.77	2	24	112	24	3	10	1
0	0.57	2	24	112	24	1	10	0
0	1.63	2	24	112	24	5	10	0
1	6.13	2	25	116	25	1	1	0
0	0.33	2	25	116	25	2	1	1
0	0.77	2	25	116	25	4	1	1
0	0.93	2	25	116	25	5	1	0
0	2.47	2	25	116	25	3	1	1
0	5.13	2	25	116	25	3	2	1
1	3.80	2	25	116	25	1	2	0
0	6.17	2	25	116	25	5	2	0
0	0.60	2	25	116	25	2	2	1
0	15.67	2	25	116	25	4	2	1
0	0.40	2	25	116	25	2	3	1
0	0.63	2	25	116	25	5	3	0
0	3.50	2	25	116	25	3	3	1
1	3.87	2	25	116	25	1	3	0
0	1.10	2	25	116	25	4	3	1
0	0.47	2	25	116	25	2	4	1
0	2.37	2	25	116	25	3	4	1
0	1.57	2	25	116	25	4	4	1
0	4.90	2	25	116	25	5	4	0
0	0.40	2	25	116	25	1	4	0
0	1.27	2	25	116	25	1	5	0
0	2.37	2	25	116	25	5	5	0
0	3.23	2	25	116	25	3	5	1
0	0.53	2	25	116	25	4	5	1
0	0.53	2	25	116	25	2	5	1
0	0.77	2	25	116	25	5	6	0
0	0.47	2	25	116	25	1	6	0
0	1.50	2	25	116	25	4	6	1
0	4.10	2	25	116	25	3	6	1
0	0.33	2	25	116	25	2	6	0
0	0.33	2	25	116	25	2	7	0
0	2.87	2	25	116	25	3	7	1
0	5.70	2	25	116	25	4	7	1
0	2.77	2	25	116	25	1	7	0
0	0.63	2	25	116	25	5	7	0
0	1.60	2	25	116	25	4	8	1
0	3.67	2	25	116	25	2	8	1
0	5.90	2	25	116	25	5	8	0
0	2.40	2	25	116	25	1	8	0
0	5.70	2	25	116	25	3	8	1
0	3.27	2	25	116	25	1	9	0
0	0.80	2	25	116	25	5	9	0
0	3.07	2	25	116	25	3	9	1
0	0.37	2	25	116	25	2	9	0
0	3.97	2	25	116	25	4	9	1
0	2.40	2	25	116	25	3	10	1
0	1.30	2	25	116	25	2	10	1
0	0.37	2	25	116	25	5	10	0
0	6.37	2	25	116	25	1	10	0
0	2.40	2	25	116	25	4	10	1
0	2.93	2	26	118	26	5	1	0
0	4.13	2	26	118	26	2	1	1
0	9.17	2	26	118	26	1	1	0
0	0.93	2	26	118	26	4	1	1
0	1.07	2	26	118	26	3	1	1
0	1.10	2	26	118	26	2	2	1
0	3.57	2	26	118	26	3	2	1
0	1.40	2	26	118	26	4	2	1
0	2.10	2	26	118	26	5	2	0
0	0.50	2	26	118	26	1	2	0
0	2.03	2	26	118	26	3	3	1
0	1.53	2	26	118	26	4	3	1
0	2.10	2	26	118	26	5	3	0
0	0.40	2	26	118	26	1	3	0
0	5.87	2	26	118	26	2	3	1
0	2.57	2	26	118	26	2	4	1
0	4.10	2	26	118	26	4	4	1
0	0.47	2	26	118	26	1	4	0
0	2.00	2	26	118	26	3	4	1
0	6.60	2	26	118	26	5	4	0
0	0.47	2	26	118	26	2	5	1
0	3.07	2	26	118	26	5	5	0
0	1.23	2	26	118	26	3	5	1
0	0.97	2	26	118	26	4	5	1
0	0.43	2	26	118	26	1	5	0
0	0.47	2	26	118	26	1	6	0
0	3.00	2	26	118	26	3	6	1
0	1.40	2	26	118	26	4	6	1
0	7.97	2	26	118	26	2	6	1
0	2.20	2	26	118	26	5	6	0
0	0.47	2	26	118	26	5	7	0
0	0.87	2	26	118	26	4	7	1
0	3.07	2	26	118	26	1	7	0
0	5.00	2	26	118	26	2	7	1
0	1.17	2	26	118	26	3	7	1
0	3.53	2	26	118	26	3	8	1
0	6.97	2	26	118	26	5	8	0
0	2.63	2	26	118	26	2	8	1
0	1.43	2	26	118	26	4	8	1
0	0.33	2	26	118	26	1	8	0
0	2.70	2	26	118	26	5	9	0
0	7.20	2	26	118	26	2	9	0
0	1.17	2	26	118	26	3	9	1
0	2.20	2	26	118	26	1	9	0
0	0.63	2	26	118	26	4	9	1
0	1.33	2	26	118	26	4	10	1
0	4.43	2	26	118	26	1	10	0
0	8.77	2	26	118	26	2	10	1
0	7.87	2	26	118	26	5	10	0
0	3.00	2	26	118	26	3	10	1
